Response ID,Date,study,cond,CHANGE,1N,2N,3N,4N,5N,6N,7N,8N,9N,10N,11N,12N,PRE,1N,2N,3N,4N,5N,6N,7N,8N,9N,10N,11N,12N
R_6KyvyfKH05nEc0N,1,2,2,,0,61,0,0,0,0,13,49,0,49,0,0,,100,35,100,100,100,0,17,51,100,51,0,0
R_2Pbv2RRAnlNco7M,1,2,2,,-24,6,-1,-2,7,-20,-4,-28,-2,-21,-8,-13,,70,89,5,84,66,42,4,52,85,35,88,20
R_3eCPTx46Rm7vkOd,1,2,1,,7,8,3,1,10,9,8,-4,6,9,-3,1,,58,62,66,63,66,63,63,71,64,61,66,64
R_tGTOp3x5rw0hcPL,1,2,1,,-26,-85,31,2,2,-13,-16,-4,0,3,2,-13,,68,91,9,94,91,59,59,57,91,50,88,55
R_2wLBBSoaDcaxgAN,1,2,1,,-3,-69,-43,-10,-5,-4,-13,-16,-69,24,-16,-15,,35,81,72,80,75,38,33,52,98,40,78,35
R_3kiHnSDgdkHDBrU,1,2,1,,22,24,-3,6,8,1,-19,-15,-85,39,-49,10,,62,58,100,75,81,9,29,41,100,49,82,80
R_22WHZnsJeYtpWjV,1,2,2,,0,1,0,0,-20,-26,-22,0,-96,-8,0,-13,,100,71,100,100,100,99,100,100,100,100,100,100
R_UnZMLoHa8vLq5cR,1,2,2,,-9,47,-50,21,7,18,5,-18,-32,-39,-37,13,,61,52,86,79,82,37,65,61,100,59,42,39
R_1mWBFXgksh5OwWw,1,2,1,,-44,50,54,-18,-26,10,-18,-66,36,-87,40,59,,70,50,20,100,100,74,23,100,64,95,50,38
R_1GVUAo8FovFVLzG,1,2,1,,32,36,61,29,13,8,-28,-25,-8,-85,-74,-21,,64,59,10,52,81,51,39,31,91,85,81,51
R_2UcsnsES7gZQfth,1,2,1,,20,4,12,-20,16,79,-33,1,-63,-31,-21,45,,65,92,84,78,84,21,36,32,92,31,43,20
R_1LvV3GhmYJjlwSi,1,2,1,,30,51,15,-28,10,-1,-56,-34,-72,-61,-51,-1,,37,44,20,94,80,41,75,99,93,86,82,41
R_2zLPtRqJ3U6FwO5,1,2,1,,37,-54,38,-58,-30,-10,24,-56,-58,-21,1,-36,,22,56,56,100,100,65,45,100,99,93,85,80
R_3emKRRZXZwo9Aoc,1,2,2,,1,-1,17,-4,-2,-48,6,-24,-7,-10,20,-8,,37,82,73,74,81,82,30,100,89,70,44,77
R_3nPGHNnH2K9nhza,1,2,2,,29,35,-2,-69,10,66,-61,-74,-76,-30,-16,-50,,25,42,95,88,90,34,61,79,95,30,17,53
R_2VND70EVcIVG0NS,1,2,2,,0,0,49,0,0,0,0,-51,-50,-51,0,0,,0,100,51,100,100,100,0,51,100,51,0,0
R_12A7HHxVRSTaaXJ,1,2,1,,3,-3,4,-16,-8,12,-6,9,-62,-13,7,2,,54,60,36,52,48,69,52,49,85,52,57,81
R_1ePKrsFLY1wesm3,1,2,2,,-17,19,81,14,39,26,-17,-11,7,-22,-15,83,,91,81,4,69,34,8,51,89,92,96,30,9
R_2PoiIVffwLp7GQZ,1,2,2,,15,30,-40,20,5,40,-10,-85,-10,-30,5,-5,,75,65,90,80,95,60,20,95,100,40,5,5
R_3Dc27EYtucmDDcE,1,2,1,,-18,-20,19,-1,7,-33,-4,-30,-11,22,-72,-67,,100,100,81,80,93,63,4,59,100,78,89,91
R_79ipwJSl7xBxxLz,1,2,2,,-21,28,20,-66,2,98,7,-3,-6,-3,-65,73,,88,53,14,96,92,0,24,100,100,4,96,12
R_1Ildsagzt1PMVdn,1,2,2,,18,57,27,20,24,38,-38,-23,-5,-34,-21,-17,,62,32,60,40,58,39,70,51,90,49,38,38
R_2VmYeNwECcScbK4,1,2,1,,31,-42,7,-12,3,27,-24,-40,-45,-38,-10,1,,24,53,59,87,97,72,32,53,58,52,93,39
R_3qm4rs8eHyzW9Sz,1,2,2,,27,68,22,6,17,31,-53,-32,-52,-38,-42,-25,,45,30,72,67,75,40,61,71,61,40,51,55
R_3EXbV8OWUJJr0sz,1,2,1,,-1,-18,15,-15,35,-17,6,-37,-31,-51,-51,-22,,87,61,23,91,45,39,27,86,84,68,88,48
R_2Uf7I1i5UOuyBvt,1,2,2,,1,-35,19,-47,-30,-9,-55,2,-56,26,-20,61,,50,40,10,90,80,70,60,10,90,70,80,10
R_ZkFslWoy1JJGoRr,1,2,1,,-47,-59,-78,-60,-11,51,-8,0,-80,-18,-13,-2,,72,70,93,89,92,32,40,31,82,31,22,22
R_2aITm4sDgHwVYSO,1,2,2,,13,34,22,27,32,-15,6,-3,25,34,2,-11,,69,36,43,40,44,80,80,51,50,46,43,70
R_1Olaqo3MUmi34kA,1,2,1,,49,18,-66,22,0,-9,-8,-74,-99,-26,6,-66,,22,82,95,73,100,15,10,100,100,26,62,68
R_3KTJ5rFtGkCcD1Q,1,2,2,,-17,20,20,-56,8,35,-21,-5,-94,-57,-36,-26,,71,71,68,85,92,52,28,38,94,64,45,26
R_27fGvEaOErqZTH0,1,2,1,,-49,53,97,0,0,-21,-53,-64,-39,-100,-36,-24,,100,47,3,100,100,56,61,100,100,100,36,24
R_3EQk9hbCb1Qpwqd,1,2,2,,61,37,-64,0,2,-2,-18,-13,-11,-73,-72,-72,,29,59,77,100,93,17,24,20,96,79,81,78
R_zYXNBT3hPpCVia5,1,2,2,,0,0,-54,17,6,0,-6,15,12,0,-11,15,,31,51,71,60,69,51,26,56,67,51,62,36
R_PBQK94P5D0wqZBn,1,2,2,,29,41,-39,5,7,39,-42,-27,16,-49,-66,-38,,52,52,40,94,70,52,52,34,80,52,68,40
R_UbBFnl9vHW77oVb,1,2,1,,-10,-30,-90,40,0,3,-50,-30,0,20,-39,55,,70,55,100,35,100,25,70,40,100,55,60,45
R_czIwUoAHJVjg4tb,1,2,1,,-6,50,10,3,1,10,-30,19,-53,8,-18,-14,,71,50,30,97,99,60,30,70,71,29,32,20
R_wT7kS8QLm7zc7qp,2,2,2,,-9,23,-30,9,22,5,-86,-87,0,-28,-88,-47,,76,70,57,91,78,95,100,100,100,29,89,90
R_z0AD8M9cLDORQu5,2,2,1,,19,-15,-63,-57,-60,22,-20,-9,-62,-18,-64,-10,,62,51,79,84,83,45,46,41,90,36,88,35
R_BDuHEeGcNpSJl4d,2,2,1,,5,14,58,-14,10,37,-19,-8,-23,-36,3,-35,,41,77,31,77,72,45,39,53,92,56,30,45
R_0UmMsm7Q9wOgHIZ,2,2,2,,55,-98,51,-40,-24,-50,28,17,-9,-21,-23,72,,27,99,21,100,100,76,35,61,97,83,67,12
R_1Q6q21BjpdzRp06,2,2,1,,-38,-2,55,-39,18,15,10,-17,-77,-80,-34,1,,70,75,32,87,72,76,26,63,83,80,75,41
R_UcFnTZWcY1dqn97,2,2,1,,-9,5,12,-1,20,15,-1,-12,-100,-22,79,-89,,35,77,77,93,80,85,89,37,100,22,17,95
R_e2oEjEBe1HtKYGl,2,2,2,,-15,30,6,8,2,10,-23,-58,-40,-36,-33,-17,,22,40,59,57,81,58,62,84,100,47,51,30
R_1Qm68OiKevlCEwj,2,2,2,,-3,-11,12,3,4,-3,5,-8,-54,-7,6,-5,,69,92,16,90,84,92,9,16,89,18,15,16
R_2v6bDPv86ykEYcz,2,2,2,,41,-51,6,-49,14,27,33,-89,-4,-92,-68,-35,,5,56,1,95,63,3,10,96,99,100,84,95
R_2YS0HLuIzttuWjR,2,2,2,,18,8,-22,0,1,-20,6,-69,-7,-61,-68,-8,,66,77,42,81,82,59,16,78,94,70,89,9
R_A7dUJQy8iFvH8dP,2,2,2,,40,54,-62,10,2,50,-55,-75,-16,-92,-50,-20,,30,25,100,60,88,40,85,100,25,100,70,31
R_RPHfp6SIPd8l6GR,2,2,1,,20,5,-21,10,28,16,-15,-6,-90,-35,-70,-15,,35,90,91,80,65,75,20,96,95,40,70,25
R_3etotAQfABfF0xw,2,2,1,,33,35,26,8,30,24,-5,-7,-45,-36,-46,37,,23,47,52,72,52,53,45,60,69,64,66,16
R_1jK6t5rtDUVTBmi,2,2,1,,60,21,-9,-7,0,-33,-62,-9,-91,-43,-48,-28,,40,79,90,90,100,70,62,38,100,43,60,28
R_3ElJ3kmX0ToR5SM,2,2,1,,4,30,3,-57,8,41,-31,1,0,-51,-9,-81,,51,70,20,99,91,51,51,46,100,51,100,81
R_BspPPuow9lDW5S9,2,2,1,,9,45,81,-18,-9,33,-2,-30,-72,-9,5,-19,,30,41,9,91,92,36,19,40,82,18,61,31
R_r0fDgsO2FoqZpNT,2,2,1,,19,4,64,-32,30,34,-55,-7,-85,8,51,-28,,81,91,30,92,61,66,60,97,93,84,20,28
R_1d05GLf4YRyxl7N,2,2,1,,6,37,30,-9,0,-75,-21,-8,-79,-100,-4,-7,,94,55,70,100,100,92,23,15,79,100,14,7
R_2Enp3JJffwVqGjy,2,2,1,,-5,5,15,15,-45,12,-7,-6,-30,-5,-17,3,,80,75,65,55,75,60,20,45,80,45,50,30
R_eniJPqMdSrXK0Y9,2,2,1,,45,-23,80,-39,3,9,1,-2,-15,-14,-53,22,,23,39,19,84,86,67,21,26,100,23,77,75
R_cScxsm0kDrsbfH3,2,2,1,,0,50,24,-1,10,18,-61,-35,-27,-6,-11,-26,,66,33,53,68,67,15,71,82,29,32,44,48
R_vYuec7NTsXpRuox,2,2,1,,8,55,3,-11,0,18,-13,11,0,-94,-30,-13,,92,35,73,89,86,70,32,22,100,94,43,13
R_26bFGMStvkAkk5A,2,2,1,,-14,35,61,-11,6,-2,-22,-52,-68,-32,-36,-41,,49,54,30,90,68,54,45,98,87,51,61,67
R_3JKLeBX8mHyH3J6,2,2,1,,0,7,8,-12,-34,-20,0,-66,-96,-34,-85,-6,,100,72,39,87,100,88,31,100,100,36,90,27
R_tL3QAcnVxZwOZ3P,2,2,1,,-40,68,-16,-22,18,29,-31,-20,-88,-93,-75,-39,,75,23,40,92,82,70,40,31,100,93,85,40
R_21zUyHdQzNjhhrt,2,2,1,,4,10,37,5,6,13,-13,-37,-81,-43,-12,-16,,52,49,63,51,88,51,29,73,91,44,31,27
R_24IPwngYxN3FEha,2,2,1,,-9,-10,18,-59,-14,-3,-16,-50,-23,-72,-21,10,,83,91,59,96,89,72,30,100,88,93,86,30
R_1ogU5AHcqwJ0mrh,2,2,1,,-5,3,-1,4,9,3,-8,-70,-99,-54,-58,-21,,100,92,100,91,91,63,13,98,99,54,65,25
R_2vbG8LOqgEtCpjh,2,2,1,,22,-27,26,3,17,45,-8,18,5,2,0,7,,44,65,40,66,63,37,68,43,74,61,60,61
R_2B2rDX0jkaBywM6,2,2,1,,-14,-67,-16,25,-43,-22,8,-10,-68,-24,-31,0,,95,87,87,58,83,93,72,92,86,33,100,22
R_1LCEcyV1gfAw21S,2,2,1,,0,-25,-4,-1,-42,-59,-12,-90,-77,-29,-61,-29,,66,77,58,84,100,63,52,100,100,43,100,100
R_3Gw6ZgPrUq2GgHL,2,2,1,,36,65,-11,-23,16,30,-60,-11,-93,-29,16,-42,,17,30,91,68,84,70,75,51,96,33,12,53
R_3EVUNUpO1Or3ogp,2,2,1,,-13,-21,14,23,7,-12,-70,-27,-79,-17,5,-21,,92,85,18,37,87,95,92,57,100,36,20,33
R_3IQzdYPYSoaFAhV,2,2,1,,70,13,28,-25,14,82,30,31,-58,12,-1,-23,,12,30,5,100,80,18,0,0,100,82,65,100
R_12Ad5A0qRUZD29B,2,2,1,,14,23,7,4,-1,19,-31,-48,-65,-29,-47,2,,77,76,82,83,68,30,40,77,78,42,65,34
R_2ls8nlGXegiZKDf,2,2,1,,-66,50,0,-59,71,-26,0,-90,52,41,-69,30,,100,50,100,93,29,100,100,100,25,30,100,39
R_1gdohDZRi7POKbh,2,2,1,,61,61,0,0,0,-21,-13,-8,-80,-10,0,0,,39,39,100,100,100,60,21,8,80,10,0,0
R_PMuzelChcDvUgi5,2,2,1,,5,34,24,-2,16,-28,-21,-61,14,-17,-7,32,,53,46,61,62,48,58,61,95,61,49,73,47
R_pbJmHAmfl07Ix0t,2,2,1,,-22,54,-3,-41,-22,-10,31,-38,-71,-81,-58,-11,,83,29,61,82,93,82,31,100,100,100,100,40
R_3oTsJAO7ICgxf5h,2,2,1,,-21,46,62,1,51,24,3,-55,-65,-48,21,-13,,66,37,29,97,29,76,83,100,91,53,65,46
R_3qHEuAPXuz6exWb,2,2,1,,-22,28,11,-19,2,27,8,-18,0,-62,-18,-24,,87,53,74,82,66,73,79,100,100,100,100,54
R_23Ud14xXirK8uTV,2,2,1,,8,39,7,15,-15,3,-18,11,45,6,6,5,,37,31,38,64,76,70,67,32,34,40,40,38
R_BEwrgCTbKExpqfv,2,2,1,,16,-35,-3,-14,1,-34,-46,-81,-21,-72,-24,-13,,40,42,90,63,79,60,66,97,81,83,39,20
R_2oy2rGbhhZW4W3L,2,2,1,,32,41,-5,-6,6,30,-51,-38,-72,-26,-10,-50,,58,57,38,78,79,36,63,75,92,44,28,63
R_2RVAewFoqPvSGqW,2,2,1,,-7,53,42,-47,1,44,-1,-2,-32,-17,-47,-14,,52,40,52,89,79,24,23,45,100,23,72,19
R_2XjkVY9BfhvJ9rv,2,2,1,,-21,-16,14,-4,4,-28,15,-19,-77,-17,-30,14,,80,55,50,90,73,51,36,36,100,31,59,20
R_9NuRSiLmeA4VsmR,2,2,1,,28,12,-30,-6,4,19,-29,-42,-84,-82,-43,80,,70,81,81,82,47,64,58,80,90,87,61,11
R_WoIOVMTMp2XB4MV,2,2,1,,21,49,-13,30,26,34,-50,-58,-69,-34,-60,0,,40,51,85,40,50,30,50,80,71,50,70,30
R_6QlP5KhU54lBjy1,2,2,1,,55,58,75,-61,-13,-12,-15,0,-90,-71,-28,12,,32,31,22,100,82,32,34,51,100,78,61,30
R_1mlAEjppkKGNe3D,2,2,1,,7,-7,-5,0,42,0,12,-57,-45,-32,-40,51,,21,75,42,78,40,65,62,99,88,62,76,23
R_UavvyWMh4fofBG9,2,2,1,,51,-12,54,1,-1,14,-29,-1,1,-21,-50,19,,40,72,29,90,100,71,71,61,93,31,90,20
R_8J2S4GB8CSdm7uN,2,2,1,,18,47,-60,9,3,-24,-56,-52,-90,-48,-71,-6,,59,40,93,76,70,30,70,93,96,53,89,19
R_qOulyN3io9YZW7v,2,2,1,,22,27,-12,22,15,61,3,-1,-90,-67,-51,-32,,58,65,91,74,74,33,13,82,99,70,64,39
R_1Ft4ZWStnIi07QH,2,2,1,,4,41,55,-12,2,-2,-28,-28,-27,-56,-10,-26,,59,31,26,83,98,73,46,70,98,73,39,46
R_2SAHSRUp81Anru6,2,2,1,,8,54,-2,-7,2,11,64,-12,0,-41,2,83,,73,34,33,80,83,63,10,51,92,63,81,9
R_3R1S0JopScUzBR2,2,2,1,,-2,13,15,8,8,-7,-7,-51,-26,-62,2,-32,,83,79,5,60,81,68,80,86,100,77,14,39
R_An8c8AI876HJIit,2,2,1,,12,-21,12,-16,-4,-2,0,22,-39,22,22,3,,46,60,41,76,72,60,59,32,99,41,42,44
R_2VrVG1rrSccnfgQ,2,2,1,,15,9,31,9,-9,0,-38,-49,-81,-63,-34,-19,,55,51,61,61,95,51,51,100,100,76,51,19
R_bO3UtMpBHF6jysV,2,2,1,,67,-68,-19,-8,4,28,-17,-12,-73,9,-15,-52,,15,90,61,69,81,31,75,45,92,51,95,74
R_UX9qbQcur0p69xL,2,2,1,,11,-1,17,-2,-24,20,5,0,-11,0,-26,100,,0,100,1,100,51,9,4,51,91,51,81,0
R_1IMMtmuMeSUsL8D,2,2,1,,0,7,0,-9,0,14,-52,-18,-74,13,-14,18,,60,92,98,81,72,41,60,69,82,27,34,44
R_2zq1GYRo0b4ZT5x,2,2,1,,-10,50,20,-9,22,-1,-46,-66,-22,-87,-2,-12,,41,32,9,81,61,20,51,96,83,92,31,23
R_881rWb9P2QhaTXb,2,2,1,,-2,8,67,-3,-3,11,-74,2,-5,5,-14,1,,87,92,11,27,95,89,89,86,100,83,100,99
R_2ckqm7MQluscmZc,2,2,1,,18,76,19,-44,25,-7,-32,-60,-92,-49,-14,-10,,25,10,81,65,30,10,61,93,99,81,21,30
R_1cYCV6PcYyW85Pg,2,2,1,,0,2,-30,-13,0,-21,-30,0,0,-50,0,26,,0,25,50,100,100,100,50,0,100,100,100,50
R_2vkcPfwR4Ns7TJd,2,2,1,,14,24,66,26,0,2,-23,-5,0,-45,-29,-42,,53,43,6,69,100,62,35,46,100,45,29,42
R_1gHiNTYGxPGXjRT,2,2,1,,-18,-6,0,-26,0,9,-45,3,-29,18,-17,-1,,60,11,30,45,62,30,56,58,71,52,55,62
R_3DuKLOAR5SAuwEm,2,2,1,,44,0,-72,-10,0,0,30,-91,-91,-83,-19,-32,,28,92,82,70,51,0,51,100,100,91,100,51
R_3EbA3HUIrwTRHDW,2,2,1,,-21,6,11,-31,-1,-32,-35,-22,-78,-83,-30,0,,52,71,52,100,78,75,52,100,100,100,73,52
R_2sRoorPHhC9gM34,2,2,1,,4,80,28,-2,12,14,-10,7,-33,-40,9,-10,,54,18,72,72,80,29,21,27,53,51,31,21
R_u24EAc1DhMLL1C1,2,2,1,,26,5,26,-2,11,4,-24,-40,-48,-88,-87,-10,,63,83,65,80,68,56,39,76,100,100,100,22
R_10veB7C427klbsE,2,2,1,,9,11,44,-1,12,54,-17,-32,-83,-52,-69,7,,83,61,42,84,81,40,61,41,93,61,84,14
R_1DwqheF5ajP4Mro,2,2,1,,4,60,12,51,28,10,-39,-41,-47,-59,-2,-20,,32,40,61,31,40,50,69,66,79,80,25,22
R_8FVxEThpYfhs4aB,2,2,2,,17,49,19,20,6,6,-36,-14,-26,-54,6,-20,,56,36,63,52,71,73,49,58,86,74,30,22
R_337JNh3mMqePIpP,2,2,2,,69,-78,-92,9,-71,21,-26,-81,10,-73,-8,-18,,29,80,92,87,84,79,30,84,83,74,11,20
R_1re2unML1mBZ2nw,2,2,2,,69,23,15,37,0,-4,-50,0,0,-86,-76,61,,0,5,85,59,100,100,50,0,100,86,100,39
R_2rUEpydcufyDtG3,2,2,2,,0,59,13,-10,67,48,-27,-52,-65,-75,-36,-10,,100,41,87,100,33,52,27,78,65,75,36,10
R_XTB2wKhYEqIKN6F,2,2,1,,71,-1,-57,-18,-1,-4,-78,0,-89,-31,-14,42,,19,86,85,95,60,75,80,25,100,31,30,25
R_23gANEIRVl8hDPJ,2,2,1,,48,53,3,-13,0,54,-32,-27,-82,-79,48,4,,40,40,90,60,100,21,41,70,89,85,11,0
R_3NFbCDOSmU7ZL0Z,2,2,2,,24,71,71,5,12,-29,-51,3,11,-16,-24,0,,61,22,7,79,78,62,56,30,70,29,36,9
R_2rDyFXdFroB9DS1,2,2,2,,-12,53,39,-10,-4,10,6,-24,13,-36,-45,11,,92,41,52,81,99,63,22,45,84,55,59,19
R_BFzhCJvlL4OlobL,2,2,1,,-3,20,10,21,0,-13,-16,-11,-19,2,-13,2,,59,36,48,38,57,43,76,63,77,57,72,54
R_SGAzXgqOYAGGBxf,2,2,1,,74,18,12,-3,24,15,-26,-20,-15,-87,-74,-63,,0,79,88,22,62,85,26,88,100,87,74,75
R_2Bwwncnqz4b8eNH,2,2,2,,-1,32,6,-10,8,1,-5,-55,-36,-4,-34,-18,,70,51,62,73,61,70,62,83,56,40,62,39
R_3sgXyIFA23meapm,2,2,2,,-29,-67,-9,-37,6,42,-25,-22,-78,29,-57,21,,82,71,29,81,71,32,30,61,81,62,72,44
R_1HntYhqJd7XwT5l,2,2,1,,18,40,71,-4,13,17,-6,-15,-70,-16,-36,-32,,74,40,29,71,67,18,15,79,100,22,54,37
R_1pyDo5QWkkvZDWb,2,2,2,,85,3,12,18,0,68,-3,-32,-20,-20,-20,-21,,13,20,88,82,100,31,3,51,92,20,20,21
R_3G9ymxrfXg99JIC,2,2,2,,-94,1,57,97,93,99,-1,-3,-96,1,-96,96,,97,96,39,3,5,1,3,5,98,2,98,3
R_Rn6sZQKDgpuHDNf,2,2,1,,100,100,0,100,100,0,0,0,0,50,0,0,,0,0,100,0,0,100,0,50,100,50,100,0
R_30k1qVTTTvcwHjM,2,2,2,,29,24,11,-13,33,23,27,10,0,-25,-2,-13,,18,76,14,98,51,52,1,4,96,51,17,34
R_2PtbEJJFLO4O2dY,2,2,2,,-8,73,-14,35,2,-17,-36,-38,-50,0,-71,-56,,59,27,53,65,97,57,36,61,65,0,71,56
R_2B5rEJrIh7jd9oD,2,2,1,,3,3,47,39,31,21,30,-39,-72,-36,-38,-9,,34,63,53,41,69,53,40,72,100,52,80,31
R_12KLcZjG7g3CWtO,2,2,1,,42,-9,-41,-55,-79,54,6,-65,53,-78,-2,-42,,42,30,65,69,89,40,80,81,37,86,84,69
R_1qUk6fHIWVgv3j4,2,2,1,,43,48,-5,-3,10,35,-39,-2,-67,-80,-57,-15,,45,30,40,65,75,65,68,51,100,95,100,15
R_3dVXFBeEDXxnoHA,2,2,1,,-26,33,-47,-32,23,-6,-35,-23,-19,-59,-45,-47,,59,66,67,63,64,69,58,77,98,76,80,67
R_24GIXHEvyjTnIey,2,2,1,,42,24,-67,-3,21,26,-34,-51,-64,-45,-60,-40,,30,76,86,73,50,60,35,51,64,45,70,42
R_2UhCKPjMu7DMEAO,2,2,1,,1,57,10,-7,-1,16,-45,-5,-27,-44,-18,-5,,98,38,82,93,99,61,51,51,87,46,30,5
R_cvyRfcBnUq4RTbj,2,2,1,,39,34,26,-5,-27,5,13,-57,-74,-5,14,13,,40,64,34,79,63,65,13,77,100,70,30,61
R_2sdbGXNhOjF964q,2,2,1,,42,49,41,-6,1,8,-7,-53,-91,27,25,-63,,31,33,40,79,66,64,46,75,94,42,63,82
R_p43wpvHOlh1svrr,2,2,1,,-86,32,-6,-29,5,-79,-15,-7,-99,-85,-26,-45,,94,68,95,48,79,99,100,100,99,93,99,84
R_1KejeVO19V4VGCm,2,2,1,,-13,-69,82,-71,72,99,-20,-17,3,-63,-79,-81,,26,97,0,96,20,1,53,94,97,90,100,98
R_r3mFM2TsNYrTPot,2,2,1,,3,-81,60,-12,50,17,-31,-4,-78,-67,-59,-30,,91,90,0,81,20,10,61,51,91,70,74,51
R_2rl5FTmoCHtpBM8,2,2,1,,0,62,21,-43,45,44,-41,-37,-76,-38,6,-4,,9,23,0,80,52,49,65,54,93,53,74,8
R_2BfjWGukFmBlcoQ,2,2,1,,25,49,33,-23,18,6,-23,-49,-77,-28,-43,-17,,59,45,22,59,54,52,33,95,82,58,78,57
R_XNuaDHo32Gu2pep,2,2,1,,13,1,16,-8,7,4,-50,15,-75,-80,-31,78,,66,70,69,93,93,96,71,21,100,80,34,20
R_pcRTl9H1Ww0k7ZL,2,2,1,,-22,-5,19,-34,0,36,-3,-83,-83,-83,-90,-8,,75,98,34,79,100,54,37,100,100,99,99,11
R_bwHJw7RSZnuTeYF,2,2,1,,70,55,0,-72,40,59,-35,-19,-10,-74,-100,-29,,30,45,100,84,60,41,35,28,100,74,100,29
R_O6v42HSAuxyLa5b,2,2,1,,22,63,11,-13,-1,29,-43,-20,-60,-32,-48,-16,,64,32,67,97,81,56,58,60,93,42,74,31
R_2TzSviq4Q8gqnc9,2,2,1,,13,1,12,-8,57,15,-25,-10,0,-7,-4,24,,79,89,75,90,31,74,90,95,100,89,100,60
R_3PaHlb6bIi3tBFo,2,2,1,,-8,37,-17,11,70,4,-61,-50,-80,-51,-19,-22,,30,34,85,69,29,81,66,93,98,51,29,32
R_qW5EKMblnOr7d3b,2,2,1,,65,55,37,-36,-15,55,-30,-13,-97,-25,-23,-15,,25,40,4,98,87,28,56,35,100,37,61,24
R_1GE9gQ0hUKg0lgm,2,2,1,,-71,49,13,79,-7,58,-63,-39,-99,-48,-100,-75,,71,51,87,21,100,2,63,54,100,48,100,75
R_247tD4mRthnhmun,2,2,1,,-26,-18,17,31,20,21,4,4,-81,-2,-24,-10,,58,23,65,51,66,59,15,17,91,30,51,18
R_2VIoDJ8q5STzSVE,2,2,1,,28,14,16,-12,31,-14,-2,-18,-51,-15,0,-33,,59,70,71,78,59,43,21,54,72,36,31,70
R_1r2G0eM4hCQHSO8,2,2,1,,7,-1,-64,-9,2,47,-5,-14,-70,0,5,-6,,84,84,90,78,79,25,39,51,83,45,39,12
R_231Nl9mGH8iedSg,2,2,1,,24,17,22,-68,-3,-4,-56,-73,0,-82,-24,-31,,0,22,78,90,87,80,90,100,100,100,60,65
R_3HqBnLiV4Tqiye2,2,2,1,,6,56,-20,1,2,25,20,-13,-55,-50,-50,-24,,75,44,50,69,71,51,34,50,67,50,50,24
R_1MKinR9Xa5FaYWz,2,2,1,,18,-6,18,-17,22,38,9,-29,-4,-43,47,2,,23,69,21,77,40,44,22,82,85,76,37,29
R_ZpIAyjAUNwMJW2R,2,2,1,,0,65,21,-26,6,59,-14,-41,-82,-61,-62,2,,86,24,64,86,82,21,20,100,88,72,83,19
R_1igvBYsS063swy0,2,2,1,,50,70,-100,20,75,55,-25,-90,-90,-35,-75,-35,,50,30,100,50,25,25,25,90,90,35,75,35
R_DHlEDDXxk2YWcBr,2,2,1,,-13,58,20,0,12,7,-14,-46,-22,-60,-58,-8,,65,37,58,79,69,69,29,71,84,83,79,33
R_3JJZKovqPv020G5,3,2,1,,8,35,-1,-40,11,27,-22,-79,-73,-39,-60,-42,,61,49,84,82,55,56,34,100,80,57,81,56
R_3PMGT7NGDyWq2F6,3,2,1,,12,19,-28,20,2,49,-7,20,-7,-26,-1,-4,,65,71,68,69,74,45,28,74,87,45,74,25
R_1BRT4OfW3nUPD2h,3,2,1,,0,0,-2,0,0,0,0,0,0,0,-7,4,,100,100,100,100,100,100,99,100,100,100,100,96
R_WvxZgd3CWGpp8u5,3,2,1,,59,6,17,-23,-11,42,-46,-28,0,31,1,44,,5,27,16,68,74,30,82,52,100,27,63,22
R_5554cCMlpKw0eOt,3,2,1,,-50,13,-25,-32,0,-21,-85,-5,0,0,-1,-18,,100,37,73,88,100,100,100,31,100,0,9,30
R_3DioAyEAPDAaggG,3,2,1,,-35,51,-6,10,7,-18,-90,-35,-93,-31,-11,-59,,64,45,32,90,65,49,90,35,94,33,13,64
R_2qq4LigcwpYz90b,3,2,1,,0,0,-5,0,-3,-2,0,-47,0,0,0,-8,,52,52,57,52,71,54,52,99,52,52,52,52
R_3hhlcAG48KnK59A,3,2,1,,11,24,53,-59,20,46,-38,-25,-5,52,-37,-31,,64,53,36,77,59,40,60,53,86,35,68,52
R_3oMHK9U18hnZzvZ,3,2,1,,-34,-2,-22,-16,-8,54,30,-52,-2,-81,-67,61,,100,94,100,100,99,31,0,93,100,100,100,0
R_daFdvm7ZSAoPUtz,3,2,1,,84,-3,-1,-7,10,29,15,16,-71,-49,-37,-34,,0,69,82,92,65,43,19,62,86,55,69,42
R_2YYdjETIcjB5THR,3,2,1,,-2,80,8,6,-9,-11,-66,-22,-84,-31,-25,10,,87,15,72,77,88,31,66,51,90,32,76,9
R_2bOEyD7ZfWGueNa,3,2,1,,27,38,7,-21,12,55,-3,-1,-30,49,-41,-23,,65,52,93,71,70,38,41,52,81,32,81,52
R_3lGgQzRaXq4VYO6,3,2,1,,19,-49,-58,28,35,49,-18,-100,-49,-92,-43,-31,,0,51,73,51,39,51,20,100,100,92,60,51
R_3MbZ6R8tb65Dtw4,3,2,1,,26,49,21,7,-60,41,-60,-11,-53,-38,-31,41,,51,44,51,83,93,51,65,51,67,51,51,31
R_3qVCsmrf4iqcyDI,3,2,1,,3,-12,-5,0,3,1,19,-16,-56,-4,14,-28,,62,55,61,100,97,59,26,55,100,46,45,29
R_1MMxmi7wayzI1UY,3,2,1,,8,22,-8,-14,-3,-8,-1,-24,9,21,-39,3,,54,73,50,74,81,67,38,62,58,44,57,80
